"ParticipantID","FT_ACC","FT_ACC_Interference","FT_ACC_Consistent","FT_ACC_Inconsistent","FT_RTc","FT_RTc_Interference","FT_RTc_Consistent","FT_RTc_Inconsistent","FT_LogRTc","FT_LogRTc_Interference","FT_LogRTc_Consistent","FT_LogRTc_Inconsistent","FT_ACC_SimpleIncongruent","FT_ACC_ComplexIncongruent","FT_RTc_SimpleIncongruent","FT_RTc_ComplexIncongruent","FT_LogRTcRTc_SimpleIncongruent","FT_LogRTcRTc_ComplexIncongruent","FT_LogRTc_1","FT_LogRTc_Consistent_1","FT_LogRTc_Inconsistent_1","FT_LogRTcRTc_SimpleIncongruent_1","FT_LogRTcRTc_ComplexIncongruent_1","FT_EFF","FT_EFF_Interference","FT_EFF_Consistent","FT_EFF_Inconsistent"
10325,0.944444444444444,0.0416666666666666,0.972222222222222,0.930555555555556,0.401104901960784,-0.00554895522388055,0.39746,0.403008955223881,-0.400810336703913,-0.00559681198017653,-0.40448667398501,-0.398889862004833,NA,NA,NA,NA,NA,NA,0.146139485766059,0.145041022546869,0.146713309835785,NA,NA,2.35460708614521,0.137068667912607,2.44608821572541,2.3090195478128
10380,0.972222222222222,-0.0416666666666667,0.944444444444444,0.986111111111111,0.462832380952381,-0.00486727423363714,0.459541176470588,0.464408450704225,-0.342512047752473,0.000770429718642662,-0.341991090514153,-0.342761520232796,NA,NA,NA,NA,NA,NA,0.164253563863305,0.163796484432716,0.164472446970912,NA,NA,2.10059248711522,-0.0681802691971223,2.05519003040828,2.1233702996054
10909,0.981481481481482,-0.013888888888889,0.972222222222222,0.986111111111111,0.393087735849057,-0.00937452716297787,0.386808571428571,0.396183098591549,-0.415979375442962,-0.00702170744110142,-0.42068259457804,-0.413660887136938,NA,NA,NA,NA,NA,NA,0.14292176408699,0.141267190190321,0.143737399106475,NA,NA,2.49685093675465,0.0244166731603275,2.51344539401386,2.48902872085353
11004,1,0,1,1,0.456510185185185,0.0221722222222222,0.471291666666667,0.449119444444444,-0.344096205483919,0.0178925666864579,-0.332167827692947,-0.350060394379405,NA,NA,NA,NA,NA,NA,0.162916297221302,0.167013100447319,0.160867895608294,NA,NA,2.19053162985695,-0.104750861625842,2.12182830872602,2.22657917035186
11013,0.981481481481482,0.0277777777777778,1,0.972222222222222,0.445548113207547,-0.00180587301587304,0.444355555555556,0.446161428571429,-0.361918732481027,-0.00509587641648629,-0.365283933888141,-0.360188057471654,NA,NA,NA,NA,NA,NA,0.158893485741325,0.158350818066312,0.159172571974189,NA,NA,2.20286306324068,0.0713683497268356,2.250450090018,2.17908174029117
11133,0.990740740740741,0.0138888888888888,1,0.986111111111111,0.412128037383178,0.00179131455399056,0.413316666666667,0.411525352112676,-0.391253325272639,-0.0060835551367987,-0.39529007681201,-0.389206521675211,NA,NA,NA,NA,NA,NA,0.149274921929972,0.149048125478376,0.14938991731388,NA,NA,2.4039634552201,0.0232182259195253,2.41945239727408,2.39623417135456
11307,0.712962962962963,0.263888888888889,0.888888888888889,0.625,0.657053246753247,-0.1340925,0.5786875,0.71278,-0.227221430887903,-0.0432409078288548,-0.252492091307363,-0.209251183478508,NA,NA,NA,NA,NA,NA,0.211334693520111,0.196360478893424,0.221983023921311,NA,NA,1.08509160632869,0.659194612784605,1.53604300920426,0.876848396419653
11342,0.962962962962963,-0.0277777777777778,0.944444444444444,0.972222222222222,0.404663461538462,-0.0304989915966387,0.384135294117647,0.414634285714286,-0.398946169990044,-0.0315551351218776,-0.420185203245154,-0.388630068123277,NA,NA,NA,NA,NA,NA,0.147065777286811,0.140831741339254,0.150093737604195,NA,NA,2.37966373168939,0.113854043756298,2.45862449742823,2.34477045367193
12026,0.981481481481482,0.0277777777777778,1,0.972222222222222,0.404018867924528,-0.0105444444444445,0.397055555555556,0.4076,-0.400668292360341,-0.0145571211311861,-0.410281485560181,-0.395724364428995,NA,NA,NA,NA,NA,NA,0.146718772777224,0.144328916577629,0.147947841679872,NA,NA,2.42929615273519,0.133303177015253,2.5185392472366,2.38523607022135
12160,0.981481481481482,0.0277777777777778,1,0.972222222222222,0.43661320754717,-0.028989126984127,0.417469444444444,0.446458571428571,-0.364000024001664,-0.0253326442861498,-0.380729128718933,-0.355396484432783,NA,NA,NA,NA,NA,NA,0.156930267728484,0.151396465291681,0.159776223267412,NA,NA,2.24794272027478,0.217753450830234,2.39538489177518,2.17763144094495
12319,0.990740740740741,0.0138888888888888,1,0.986111111111111,0.397182242990654,-0.010970461658842,0.389902777777778,0.40087323943662,-0.402833841385475,-0.012284469036303,-0.410985218035732,-0.398700748999429,NA,NA,NA,NA,NA,NA,0.145101423179769,0.142827268725836,0.146254515578946,NA,NA,2.49442355046082,0.104834365789384,2.56474192284401,2.45990755705463
12604,0.990740740740741,0.0138888888888888,1,0.986111111111111,0.548545794392523,-0.0327383411580595,0.526822222222222,0.559560563380282,-0.273619997798762,-0.0372491545553988,-0.298336726522438,-0.261087571967039,NA,NA,NA,NA,NA,NA,0.188048332404995,0.180776749669272,0.191735332101981,NA,NA,1.80612220687594,0.135877948945437,1.89817353524276,1.76229558629732
12776,0.953703703703704,0.0277777777777778,0.972222222222222,0.944444444444444,0.448608737864078,-0.0395384033613445,0.422505714285714,0.462044117647059,-0.35691365540377,-0.0377265158985025,-0.381820481433849,-0.344093965535347,NA,NA,NA,NA,NA,NA,0.16000951366536,0.152302807055595,0.163976200890975,NA,NA,2.12591423930905,0.257029712025833,2.30108656368318,2.04405685165735
13095,0.990740740740741,0.0138888888888888,1,0.986111111111111,0.367955140186916,-0.0088867370892019,0.362058333333333,0.370945070422535,-0.437890070880646,-0.00984724645286811,-0.444424225068998,-0.43457697861613,NA,NA,NA,NA,NA,NA,0.135809567283606,0.133969049369791,0.136742787634273,NA,NA,2.69255850111907,0.103610842156996,2.76198586783898,2.65837502568198
13365,1,0,1,1,0.434343518518519,-0.0471277777777778,0.402925,0.450052777777778,-0.381691587563681,-0.0428229472126817,-0.410240219038802,-0.36741727182612,NA,NA,NA,NA,NA,NA,0.154588963096966,0.145454709923595,0.159156089683651,NA,NA,2.30232513520831,0.259889839404948,2.48185146119005,2.2219616217851
13584,0.981481481481482,0.0277777777777778,1,0.972222222222222,0.544867924528302,-0.0283190476190476,0.526166666666667,0.554485714285714,-0.27769254683947,-0.0126574503996829,-0.286051240499638,-0.273393790099955,NA,NA,NA,NA,NA,NA,0.186823473864426,0.182758766633953,0.188913894725812,NA,NA,1.80131998471219,0.147161983725859,1.90053848590434,1.75337650217848
13600,1,0,1,1,0.515037037037037,-0.0204555555555554,0.5014,0.521855555555556,-0.30070251164589,-0.015305960649361,-0.31090648541213,-0.295600524762769,NA,NA,NA,NA,NA,NA,0.178594019367313,0.175005325600749,0.180388366250595,NA,NA,1.94160793901913,0.0781765747498968,1.99441563621859,1.91623906146869
13647,0.972222222222222,0,0.972222222222222,0.972222222222222,0.374558095238095,-0.0211171428571428,0.36048,0.381597142857143,-0.433032292456357,-0.0176588761321742,-0.444804876544473,-0.427146000412299,NA,NA,NA,NA,NA,NA,0.137631585088566,0.133573774573295,0.139660490346201,NA,NA,2.59565134109359,0.149250025084135,2.6970212556098,2.54777123052567
14464,0.990740740740741,0.0138888888888888,1,0.986111111111111,0.443043925233645,0.00646013302034426,0.447330555555556,0.440870422535211,-0.362528099985546,0.00194078542785353,-0.361240289094167,-0.363181074522021,NA,NA,NA,NA,NA,NA,0.158347426176327,0.159240064994325,0.157894820578469,NA,NA,2.23621335112147,-0.00125349935090435,2.235483330125,2.2367368294759
15060,0.981481481481482,0.0277777777777778,1,0.972222222222222,0.838222641509434,0.124561984126984,0.920480555555556,0.795918571428571,-0.158277370220462,0.0300708040207088,-0.138419292093579,-0.168490096114287,NA,NA,NA,NA,NA,NA,0.244816154732162,0.256881724583569,0.238611004522867,NA,NA,1.17090786251499,-0.135120604275636,1.08638905402673,1.22150965830237
15419,0.981481481481482,0.0277777777777778,1,0.972222222222222,0.424271698113208,-0.0415915873015873,0.396805555555556,0.438397142857143,-0.384993407855252,-0.0349467463648764,-0.408071447907529,-0.373124701542652,NA,NA,NA,NA,NA,NA,0.151918275698254,0.144581019945508,0.155691721513952,NA,NA,2.31333243731849,0.30245137483258,2.52012600630031,2.21767463146773
15655,1,0,1,1,0.579051851851852,0.0612222222222222,0.619866666666667,0.558644444444444,-0.246327295593459,0.0321730222601372,-0.224878614086701,-0.257051636346838,NA,NA,NA,NA,NA,NA,0.196957899780438,0.206568889673041,0.192152404834137,NA,NA,1.72696106022617,-0.176797175482335,1.61325016132502,1.79004733680735
15677,0.981481481481482,0.0277777777777778,1,0.972222222222222,0.473688679245283,-0.0402039682539683,0.447138888888889,0.487342857142857,-0.331649345220015,-0.0337502818748928,-0.353937267212869,-0.320186985337976,NA,NA,NA,NA,NA,NA,0.167582152914238,0.160075375460316,0.171442781319112,NA,NA,2.07199691376465,0.241496519450523,2.23644157296391,1.99494505351338
