"ParticipantID","CB_ACC","CB_RTc","CB_LogRTc","CB_LogRTperC","CB_RTperCcorrect","CB_ACC_forward","CB_RTc_forward","CB_LogRTc_1","CB_LogRTperC_forward","CB_LogRTc_1_forward","CB_RTperCcorrect_forward","CB_ACC_backward","CB_RTc_backward","CB_LogRTc_backward","CB_LogRTc_1_backward","CB_RTperCcorrect_back","CB_Totalclick","CB_Correctclick","CB_Totalclick_forward","CB_Correctclick_forward","CB_Totalclick_backward","CB_Correctclick_backward","CB_EFF","CB_EFF_forward","CB_EFF_backward"
23347,0.71875,2.8245347826087,0.386421552358228,-0.25495117406047,0.583033909592823,0.75,3.07123333333333,0.547143839255716,-0.233252043752525,0.580287330039654,0.62205416005291,0.6875,2.55540909090909,0.33301145007903,0.510987303855056,0.540466363636364,5.4375,4.65625,5.5625,4.9375,5.3125,4.375,0.254466684009525,0.244201569402086,0.269037158256106
23899,0.75,1.99029729166667,0.253583375497367,-0.364093142738576,0.445746348958333,0.75,2.03674916666667,0.456563912860713,-0.365868370595591,0.46034814133173,0.461084399801587,0.75,1.94384541666667,0.250733304888181,0.452779684389696,0.430408298115079,4.96875,4.53125,5.125,4.6875,4.8125,4.375,0.376828126702596,0.368233856320877,0.385833149883961
23919,0.59375,1.89848736842105,0.23205789632684,-0.376324380139716,0.462996572055138,0.5625,1.77744611111111,0.4422256595757,-0.372638476619591,0.432338227597345,0.468438652116402,0.625,2.0074245,0.241497632877795,0.45112434835622,0.4580987,4.96875,3.78125,4.875,3.6875,5.0625,3.875,0.312748986312094,0.316465290555769,0.311344212447342
24240,0.59375,3.03626842105263,0.449788054476426,-0.0787389726370353,0.757855062656642,0.625,3.04264,0.587760696040122,-0.109104243358099,0.583760216797293,0.666117619047619,0.5625,3.02918888888889,0.458756466748362,0.592205672976598,0.859785555555556,5.5,4.0625,5.5625,4.4375,5.4375,3.6875,0.195552539387857,0.205413719664502,0.18569327322679
24243,0.53125,4.62041529411765,0.649760539036233,0.152831273650055,1.31509040686275,0.5,4.9802375,0.739707039826212,0.147339855675124,0.765904642866001,1.44843822916667,0.5625,4.30057333333333,0.621296036039033,0.716420281568623,1.19655900925926,5.21875,3.71875,5.5,3.5625,4.9375,3.875,0.114978841983392,0.100396818424824,0.130796513953178
24256,0.53125,2.92440588235294,0.430298083654627,-0.0878168857517072,0.884747254901961,0.5625,3.22414444444444,0.573425273700943,-0.089929656140877,0.600755673011465,1.02896851851852,0.5,2.5872,0.389461010449605,0.542678574476607,0.722498333333333,5.03125,3.59375,5.25,4,4.8125,3.1875,0.181660830052962,0.174464888187392,0.19325912183055
24391,0.59375,2.87293157894737,0.430305877176754,-0.128797474218662,0.693010764411027,0.5625,3.10493333333333,0.572691364395708,-0.11636284101069,0.59800944034395,0.727928227513227,0.625,2.66413,0.398660843134239,0.549905096042289,0.661585047619048,5.5625,4.1875,5.625,4.125,5.5,4.25,0.206670428335626,0.181163310001288,0.234598161501128
24881,0.59375,2.97852631578947,0.44397193205188,-0.160294664805261,0.701700125313283,0.6875,2.97972727272727,0.583223389511291,-0.140192673533049,0.583561376505725,0.715286363636364,0.5,2.976875,0.44221072695823,0.582758657393944,0.683019047619048,5.28125,4.15625,5.3125,4.3125,5.25,4,0.199343546791066,0.230725813832871,0.167961368885156
25653,0.625,4.006535,0.580581031579915,0.0448361626968757,1.07214507142857,0.625,4.46702,0.685726636185509,0.0528638609712216,0.722700273640608,1.17231380952381,0.625,3.54605,0.534466517224049,0.648752998730411,0.971976333333333,5.34375,4.25,5.1875,4.375,5.5,4.125,0.15599514293523,0.139914305286298,0.176252449909054
25813,0.59375,2.89361052631579,0.441792479742662,-0.14410727170145,0.788316754385965,0.625,2.84353,0.57928818207748,-0.151172106701664,0.577386849670127,0.752264666666667,0.5625,2.94925555555556,0.44341879666842,0.581400773641205,0.82837462962963,5.40625,3.96875,5.25,4.1875,5.5625,3.75,0.205193475279472,0.219797223873144,0.190726096604416
