"ParticipantID","BT_ACC","BT_ACC_Interference","BT_ACC_Consistent","BT_ACC_Inconsistent","BT_RTc","BT_RTc_Interference","BT_RTc_Consistent","BT_RTc_Inconsistent","BT_LogRTc","BT_LogRTc_Interference","BT_LogRTc_1","BT_LogRTc_Consistent","BT_LogRTc_Inconsistent","BT_LogRTc_VeryIntuitive","BT_RTc_VeryIntuitive","BT_ACC_VeryIntuitive","BT_LogRTc_VeryCounterIntuitive","BT_RTc_VeryCounterIntuitive","BT_ACC_VeryCounterIntuitive","BT_ACC_CounterIntuitive","BT_RTc_CounterIntuitive","BT_LogRTc_CounterIntuitive","BT_ACC_Neutral","BT_RTc_Neutral","BT_LogRTc_Neutral","BT_ACC_Intuitive","BT_RTc_Intuitive","BT_LogRTc_Intuitive","BT_LogRTc_Inconsistent_1","BT_LogRTc_Consistent_1","BT_LogRTc_Intuitive_1","BT_LogRTc_Neutral_1","BT_LogRTc_CounterIntuitive_1","BT_LogRTc_VeryCounterIntuitive_1","BT_LogRTc_VeryIntuitive_1","BT_RT_Inconsistent","BT_RT_Consistent","BT_RT","BT_EFF","BT_EFF_Interference","BT_EFF_Consistent","BT_EFF_Inconsistent","BT_EFF_VeryIntuitive","BT_EFF_VeryCounterIntuitive","BT_EFF_CounterIntuitive","BT_EFF_Intuitive","BT_EFF_Neutral"
10325,0.950617283950617,-0.0185185185185185,0.944444444444444,0.962962962962963,0.632491558441558,-0.0776553167420814,0.596823529411765,0.674478846153846,-0.21593046053702,-0.0581587815083934,0.210205481783146,-0.243077828025326,-0.184919046516932,-0.257704073511473,0.584161111111111,1,-0.198413187770628,0.65266875,0.888888888888889,1,0.684172222222222,-0.178921650404178,0.944444444444444,0.625349019607843,-0.220402574010372,0.916666666666667,0.603730303030303,-0.235099875941972,0.22153948804753,0.200474168832796,0.202736328797548,0.208380553052163,0.223993873816522,0.216017120067297,0.196326875564086,0.667014814814815,0.599327777777778,0.62762037037037,1.50297228676524,0.154737653697727,1.58245175986158,1.42771410616385,1.71185650838334,1.36192959887981,1.46162028728959,1.51833800964709,1.5102677302296
10380,0.962962962962963,0.0370370370370371,0.981481481481482,0.944444444444444,0.794110256410256,-0.111622641509434,0.735077358490566,0.8467,-0.138046656972214,-0.0535214086203345,0.245521081196566,-0.167897098861925,-0.11437569024159,-0.190252699196361,0.683616666666667,1,-0.0915587756787606,0.9348,0.888888888888889,0.972222222222222,0.806425714285714,-0.124806279756027,0.962962962962963,0.8027,-0.130837923955045,0.972222222222222,0.761542857142857,-0.156399932975644,0.256570403078961,0.232101241315593,0.237352391681923,0.248362159998286,0.249857132696265,0.271255682041109,0.221890671158842,0.847087037037037,0.731453703703704,0.795880864197531,1.21263131308239,0.219766774902319,1.33520842418122,1.1154416492789,1.4628081039569,0.950886701849475,1.20559427235447,1.27664807450206,1.19965486852244
10909,0.975308641975309,0,0.981481481481482,0.981481481481482,0.745891772151899,-0.0220094339622641,0.745035849056604,0.767045283018868,-0.172686710220263,-0.017627737716291,0.232720875494702,-0.181805973809977,-0.164178236093686,-0.17670918420776,0.751722222222222,1,-0.202776245872002,0.722670588235294,0.944444444444444,1,0.788,-0.145951398142814,0.962962962962963,0.725203846153846,-0.172064174805913,0.972222222222222,0.741597142857143,-0.184427179891117,0.237253425835981,0.22989420681173,0.228493389966424,0.230982188419888,0.243736297900372,0.223524990876095,0.23261801734427,0.758777777777778,0.742231481481481,0.74422962962963,1.30757393818884,0.0378000878742337,1.31736141653355,1.27956132865931,1.33027861946641,1.30688097705859,1.26903553299492,1.31098431484856,1.32785142835367
11004,0.993827160493827,0,1,1,0.614952795031056,0.00529444444444449,0.6218,0.616505555555556,-0.230112502499654,0.00281955924669136,0.20511419263804,-0.227108137965143,-0.229927697211834,-0.242359619112351,0.593777777777778,1,-0.224455023708332,0.627183333333333,1,1,0.611166666666667,-0.232664033963586,0.981481481481482,0.606394339622642,-0.2333618453375,1,0.635811111111111,-0.219482397391539,0.205205705318593,0.206681031192309,0.209936755686803,0.203424551757277,0.204025944760923,0.207565226433933,0.200169582203322,0.616505555555556,0.6218,0.613846913580247,1.61610316844505,-0.0138112403549173,1.60823415889353,1.62204539924845,1.68413173652695,1.59443012409981,1.6362148895555,1.57279415619594,1.61855317134434
11013,0.981481481481482,0.0370370370370371,1,0.962962962962963,0.492267924528302,-0.108586324786325,0.446344444444444,0.554930769230769,-0.338701357323946,-0.0715458448728993,0.169132254137709,-0.368908996401745,-0.297363151528846,-0.38193977702114,0.432383333333333,1,-0.234325402685893,0.69155,1,0.944444444444444,0.482602941176471,-0.330736077386879,0.981481481481482,0.477577358490566,-0.348482002439871,1,0.453325,-0.362393606092047,0.184132582098737,0.158198593790786,0.160236150202341,0.165554907057716,0.169379537724333,0.211999443694834,0.154123480967677,0.547414814814815,0.446344444444444,0.490417283950617,1.99379531465909,0.505137333730743,2.24042219511588,1.73528486138514,2.31276259491963,1.44602704070566,1.95698029138015,2.20592290299454,2.05512565458203
11133,0.938271604938272,0.037037037037037,0.944444444444444,0.907407407407407,0.547307894736842,-0.166894317727091,0.482960784313726,0.649855102040816,-0.296499068781009,-0.0853052596243701,0.18356240674928,-0.330369845789404,-0.245064586165034,-0.352377460426761,0.454364705882353,0.944444444444444,-0.284329081458711,0.544485714285714,0.777777777777778,0.972222222222222,0.692002857142857,-0.229358788047563,0.962962962962963,0.513786538461538,-0.311746761487829,0.944444444444444,0.497258823529412,-0.319366038470726,0.205129723907829,0.169341205143042,0.173179181661868,0.177187074848304,0.212823850027846,0.185894408607787,0.16166525210539,0.681987037037037,0.478507407407407,0.55607037037037,1.71433961388299,0.55920762963119,1.9555302938032,1.39632266417201,2.07860432867553,1.428463148566,1.40493960709402,1.89930153021927,1.87424716468131
11307,0.925925925925926,-0.0185185185185185,0.925925925925926,0.944444444444444,0.541579333333333,0.0646263921568627,0.568446,0.503819607843137,-0.294239598344114,0.0421294789713965,0.184144888672287,-0.275878945493974,-0.31800842446537,-0.302226178444939,0.51060625,0.888888888888889,-0.352762955283279,0.461670588235294,0.944444444444444,0.944444444444444,0.524894117647059,-0.300631159056416,0.907407407407407,0.553465306122449,-0.288235976105806,0.944444444444444,0.595664705882353,-0.263480247634696,0.174871231362387,0.190953101716334,0.197096948053901,0.186849906439688,0.180801620870135,0.16301045234689,0.177897428249002,0.500714814814815,0.552525925925926,0.533182098765432,1.70967736199792,-0.245696385438184,1.62887226917935,1.87456865461754,1.74084999721192,2.04571066147948,1.79930468392007,1.58553030776844,1.63950187549182
11342,0.919753086419753,0.111111111111111,0.944444444444444,0.833333333333333,0.572704697986577,-0.108029150326797,0.531235294117647,0.639264444444444,-0.258907326276913,-0.0703793653233461,0.19405445060988,-0.2878413828934,-0.217462017570054,-0.311679729307555,0.49751875,0.888888888888889,-0.205444799735254,0.637507142857143,0.777777777777778,0.861111111111111,0.640058064516129,-0.222889148205125,0.981481481481482,0.556096226415094,-0.266254533906496,0.972222222222222,0.546648571428571,-0.276943853104072,0.210607377070951,0.183156701100303,0.18716726661162,0.190486592765355,0.209684833535778,0.212650152041693,0.174383589044298,0.637111111111111,0.527272222222222,0.574356790123457,1.60598138910554,0.474245444134436,1.77782699098168,1.30358154684724,1.78664399862093,1.22002990318191,1.34536405187253,1.77851415523046,1.76494900497466
12026,0.938271604938272,0,0.944444444444444,0.944444444444444,0.538078947368421,-0.055686274509804,0.508882352941176,0.56456862745098,-0.287046374048763,-0.0285457671753747,0.184459462614436,-0.302041392049222,-0.273495624873847,-0.334089649145131,0.47,0.944444444444444,-0.266175631623119,0.571625,0.888888888888889,0.972222222222222,0.561342857142857,-0.276841907502752,0.925925925925926,0.54084,-0.285573219846708,0.944444444444444,0.528323529411765,-0.286017263501267,0.190681271150191,0.177647758119126,0.183123595240469,0.185061156493181,0.18969960037159,0.192828675978379,0.166696083876441,0.561481481481481,0.504648148148148,0.531382716049383,1.74374338473391,0.183058731430282,1.85591903312398,1.6728603016937,2.00945626477541,1.55502101708093,1.73195794664721,1.78762518015427,1.71201450692613
12160,0.95679012345679,0.0185185185185185,0.944444444444444,0.925925925925926,0.664965806451613,-0.0527014509803921,0.649972549019608,0.702674,-0.204078472148229,-0.0234537698745811,0.216635165618906,-0.211082251185746,-0.187628481311165,-0.213582542820403,0.656411764705882,0.944444444444444,-0.155380785606505,0.765213333333333,0.833333333333333,0.972222222222222,0.675871428571429,-0.201448922327448,1,0.644211111111111,-0.212695264943412,0.944444444444444,0.646752941176471,-0.209832105368418,0.224620116485418,0.213465512479068,0.213249567277751,0.212235253893093,0.218826257223871,0.238139121429027,0.213897402881702,0.761992592592593,0.638581481481482,0.681595061728395,1.43885612489221,0.135335177360031,1.45305281872135,1.31771764136132,1.43879877726997,1.08902092662613,1.43847214295947,1.46028627674497,1.55228617257973
