"ParticipantID","CB_ACC","CB_RTc","CB_LogRTc","CB_LogRTperC","CB_RTperCcorrect","CB_ACC_forward","CB_RTc_forward","CB_LogRTc_1","CB_LogRTperC_forward","CB_LogRTc_1_forward","CB_RTperCcorrect_forward","CB_ACC_backward","CB_RTc_backward","CB_LogRTc_backward","CB_LogRTc_1_backward","CB_RTperCcorrect_back","CB_Totalclick","CB_Correctclick","CB_Totalclick_forward","CB_Correctclick_forward","CB_Totalclick_backward","CB_Correctclick_backward","CB_EFF","CB_EFF_forward","CB_EFF_backward"
15419,0.625,2.370345,0.345752925340277,-0.217915431955451,0.61225125,0.625,2.5313,0.513869916580435,-0.205334077468712,0.534154406525469,0.658934166666667,0.625,2.20939,0.315405454797967,0.493585426635401,0.565568333333333,5.5,3.875,5.5,3.9375,5.5,3.8125,0.263674697143243,0.246908703037965,0.282883510833307
15655,0.5,4.97758125,0.644150173365135,0.0487373164805699,1.25939738095238,0.5625,5.60524444444444,0.740960628272757,0.0633478702732447,0.779839904759116,1.32600145502646,0.4375,4.17058571428571,0.58431425432021,0.690972987076009,1.17376357142857,5.5,3.5625,5.5,4.125,5.5,3,0.100450394456143,0.100352447707702,0.104901332803546
15677,0.59375,1.91647368421053,0.262079624815344,-0.337173669573679,0.50230701754386,0.6875,1.99254545454545,0.456179572612175,-0.327091715519792,0.467615312178205,0.499919696969697,0.5,1.811875,0.23714166899192,0.440455430708884,0.505589583333333,5.46875,4.125,5.4375,4.125,5.5,4.125,0.30981380276275,0.34503604343462,0.275957226629872
15718,0.53125,2.2219,0.312957756546833,-0.219931957056683,0.586780658263305,0.5625,2.56026666666667,0.491761007744624,-0.198222732423946,0.530163282296488,0.624356058201058,0.5,1.8412375,0.253309479713446,0.448558448873778,0.544508333333333,5.65625,3.71875,5.6875,4,5.625,3.4375,0.239097169089518,0.219703676700344,0.271556493934107
16307,0.71875,2.65768695652174,0.382566778450921,-0.169420846750472,0.616204575569358,0.75,2.84911666666667,0.541273887838748,-0.145623981839559,0.562161154464224,0.636001547619048,0.6875,2.44885454545455,0.352672851178617,0.518487778792774,0.594607878787879,5.40625,4.71875,5.375,4.8125,5.4375,4.625,0.270441933816264,0.263239483582631,0.280743501600006
16446,0.625,3.05645,0.456661195532711,-0.142299137837252,0.787088869047619,0.625,3.6059,0.592150260513915,-0.0882731597002853,0.64906028276182,0.930559333333333,0.625,2.507,0.37937155179435,0.53524023826601,0.643618404761905,5.40625,3.71875,5.5,3.75,5.3125,3.6875,0.204485596034615,0.173327047339083,0.249301954527323
16519,0.78125,3.550308,0.510891328163637,-0.105969165101864,0.779506480952381,0.875,3.6455,0.634731069094312,-0.134118736125803,0.640813532155154,0.746067882653061,0.6875,3.42915454545455,0.502453909181615,0.626989752471424,0.822064696969697,5.5,4.75,5.5625,5,5.4375,4.5,0.220051330757782,0.24002194486353,0.200486735399926
16659,0.6875,3.028,0.452488231706175,-0.143053143265003,0.767685313852814,0.75,2.937075,0.589645375477442,-0.184261019911835,0.574883344754666,0.651567658730159,0.625,3.13711,0.480601042139297,0.607359812344774,0.9070265,5.4375,4.28125,5.5625,4.625,5.3125,3.9375,0.227047556142668,0.255356094073185,0.199227951841026
16845,0.46875,2.68374666666667,0.401287353107455,-0.143208386657197,0.792132333333333,0.4375,2.3742,0.551734752244529,-0.141201821883967,0.515939732934315,0.723065238095238,0.5,2.9546,0.445402263415744,0.583055394140965,0.852566041666667,5.34375,3.65625,5.3125,3.4375,5.375,3.875,0.174662536454012,0.184272597085334,0.169227645028092
16880,0.5,2.196925,0.296394814389708,-0.240813861634346,0.551807857142857,0.5,2.29085,0.484386194498988,-0.206070822700593,0.489627461816317,0.537741547619048,0.5,2.103,0.294291336465064,0.479144927181659,0.565874166666667,5.5,3.78125,5.5,3.9375,5.5,3.625,0.227590837192895,0.218259597965821,0.237755587256301
17502,0.6875,1.52582272727273,0.126526177085669,-0.471027670251607,0.33419336038961,0.625,1.62583,0.382620602299476,-0.430251507433074,0.393628881644145,0.373035107142857,0.75,1.44248333333333,0.109851442820324,0.373447036178918,0.301825238095238,5.59375,4.40625,5.625,4.4375,5.5625,4.375,0.450576589083088,0.384419035200482,0.519936683266127
17726,0.4375,17.2952142857143,1.01043507842963,0.699294607836389,4.12260732993197,0.5,21.8655625,1.06535751462415,0.615665906091872,1.09772939164994,4.73270657738095,0.375,11.2014166666667,0.97359917014926,1.02219501192309,3.30914166666667,4.875,3.34375,4.9375,3.4375,4.8125,3.25,0.0252960150000206,0.0228670083378829,0.0334779083002894
17878,0.6875,2.77200454545455,0.402118524715877,-0.188395966311568,0.6138633495671,0.6875,2.74940909090909,0.555640241586384,-0.199707822791975,0.554693565520828,0.55858301948052,0.6875,2.7946,0.402970070838719,0.55658691765194,0.66914367965368,5.34375,4.40625,5.3125,4.6875,5.375,4.125,0.248015466326469,0.250053730553673,0.246010162456165
18160,0.40625,1.22022307692308,0.0802552647728174,-0.39183030064071,0.397097948717949,0.4375,1.24572857142857,0.344527420885879,-0.422991771095415,0.349122856462039,0.414227380952381,0.375,1.19046666666667,0.0709638054058323,0.339166079380359,0.377113611111111,5.375,2.78125,5.5625,3.0625,5.1875,2.5,0.3329309268797,0.351200100916274,0.31500252002016
19008,0.46875,1.9396,0.257687082245731,-0.358602111153921,0.540302222222222,0.4375,1.82271428571429,0.455413741453445,-0.354439127558649,0.437018059794724,0.570652380952381,0.5,2.041875,0.283782746563487,0.471509962904826,0.513745833333333,5.875,3.34375,6,3.75,5.75,2.9375,0.241673540936276,0.240026647856415,0.244872972145699
19205,0.53125,2.74464705882353,0.414592483820616,-0.170589018507329,0.711668347338936,0.5625,2.73122222222222,0.560401388157814,-0.17516995825542,0.552208070304122,0.70598835978836,0.5,2.75975,0.430429835279229,0.569618870743217,0.718058333333333,5.40625,3.75,5.5,3.75,5.3125,3.75,0.193558584624617,0.205951751352671,0.181175831144125
19369,0.6875,2.9923,0.448495150149912,-0.173036541148745,0.710625205627706,0.8125,3.24308461538462,0.586089279836547,-0.163640450969198,0.608058247611756,0.690703296703297,0.5625,2.63005555555556,0.40906829374896,0.554356326383468,0.739401296296296,5.375,4.40625,5.375,5.0625,5.375,3.75,0.229756374695051,0.250533086970856,0.213873809171754
20257,0.46875,3.67926,0.425586777341507,-0.071313025893196,0.820106714285714,0.4375,3.5066,0.586751830662402,-0.0875950791041747,0.53317295081384,0.733831462585034,0.5,3.8303375,0.501405157564375,0.633633350529894,0.895597559523809,5,3.3125,4.875,3.5,5.125,3.125,0.1274033365405,0.124764729367478,0.130536799955617
20418,0.5,2.2497625,0.330161886909505,-0.178314980663981,0.638685208333333,0.5625,2.42247777777778,0.501382509483645,-0.187832497411794,0.525312288577129,0.668019259259259,0.4375,2.0277,0.283523584665181,0.470615650649165,0.60097,5.34375,3.40625,5.5,4,5.1875,2.8125,0.222245681488602,0.23220027244832,0.215761700448784
20564,0.6875,4.2775,0.580080123665063,-0.0501561355147213,0.985130028860029,0.625,4.76471,0.690154608713436,-0.0147818929473012,0.726947564901985,1.12967165873016,0.75,3.87149166666667,0.5417863233677,0.659493811889645,0.864678670634921,5.28125,4.53125,5.625,4.8125,4.9375,4.25,0.16072472238457,0.131172726147027,0.193723780024495
20703,0.65625,2.29686666666667,0.319936843116431,-0.273590639336709,0.522218163265306,0.75,2.56648333333333,0.499311465444136,-0.2427215857364,0.536048024881043,0.574216924603175,0.5625,1.93737777777778,0.246951852777562,0.450329386194926,0.452886481481482,5.46875,4.28125,5.5,4.625,5.4375,3.9375,0.285715322323165,0.292228665683912,0.290340896056525
20837,0.6875,2.65861363636364,0.386100006743767,-0.193982765979855,0.633390378787879,0.625,2.83878,0.543018290369895,-0.130676718522889,0.55501527597114,0.682378119047619,0.75,2.508475,0.375202193169465,0.533020802368858,0.592567261904762,5.3125,4.09375,5.25,3.875,5.375,4.3125,0.258593422751092,0.220165000457943,0.298986435982021
22154,0.6875,1.71807272727273,0.210961396472449,-0.325460188822877,0.435072867965368,0.6875,1.69384545454545,0.424959032851874,-0.3377130434298,0.422672195192181,0.439907922077922,0.6875,1.7423,0.213142177804,0.427245870511566,0.430237813852814,5.375,4.4375,5.4375,4.6875,5.3125,4.1875,0.400157681969226,0.405881184824203,0.39459335361304
22181,0.65625,2.03784761904762,0.282783126379195,-0.306000227070028,0.552963219954649,0.6875,2.44319090909091,0.471295994935434,-0.209521078399673,0.53122544472595,0.671282510822511,0.625,1.59197,0.18020662226845,0.405373600165867,0.422812,5.34375,4.53125,5.125,4.375,5.5625,4.6875,0.322030947685233,0.281394301788644,0.392595337851844
22550,0.625,2.608025,0.384995646563285,-0.167323443004921,0.644748797619048,0.6875,2.5372,0.541324737763387,-0.173556344269591,0.533998874421103,0.613691601731602,0.5625,2.69458888888889,0.397361961188914,0.550278570737289,0.682707592592593,5.5625,4.40625,5.4375,4.4375,5.6875,4.375,0.239644942053853,0.270967996216301,0.208751695785381
23018,0.65625,2.65182380952381,0.395451415095875,-0.218841551470107,0.659433696145125,0.625,2.35376,0.548372491243999,-0.225054152953095,0.51546200514351,0.615637261904762,0.6875,2.92279090909091,0.436524286642272,0.578291114971716,0.699248636363636,5.40625,4.3125,5.4375,4.25,5.375,4.375,0.247471192333039,0.265532594657059,0.235220384004081
23048,0.533333333333333,1.848075,0.230109377246658,-0.272499446929159,0.488617455357143,0.666666666666667,1.86507,0.439209261410319,-0.301380350071713,0.437479961918321,0.477248761904762,0.4,1.81975,0.24067569197961,0.442091427230315,0.507565277777778,5.16666666666667,3.63333333333333,4.93333333333333,4.06666666666667,5.4,3.2,0.288588576401571,0.357448603358945,0.21981041351834
23221,0.65625,1.86850476190476,0.244029590612049,-0.371058954878895,0.473409841269841,0.6875,1.78865454545455,0.445896393913435,-0.358146962106201,0.437928200645121,0.447645757575758,0.625,1.95634,0.255552203085919,0.454661406508581,0.501750333333333,5.46875,4.125,5.375,3.875,5.5625,4.375,0.351216659106084,0.384367122062292,0.319474120040484
23632,0.59375,6.01963684210526,0.758540106731881,0.179778258742379,1.56824923558897,0.5625,6.80871111111111,0.831169344429519,0.216360335620411,0.88298749699296,1.79931264550265,0.625,5.30947,0.702854986444827,0.784533007122423,1.36029216666667,4.90625,3.625,5,3.3125,4.8125,3.9375,0.098635518316807,0.0826147549544375,0.11771419746227
24277,0.59375,2.01867894736842,0.267657835141273,-0.323806832661223,0.492173552631579,0.6875,2.17508181818182,0.463631293300882,-0.341916612490587,0.47879606031145,0.455989924242424,0.5,1.803625,0.243523044182562,0.442779738661352,0.541926041666667,5.46875,4,5.75,4.5,5.1875,3.5,0.294127999290834,0.316080063863846,0.277219488530044
24383,0.53125,2.29270264705882,0.340424134531486,-0.270986266533801,0.621523955882353,0.5,2.1683375,0.508377837109445,-0.283974129348242,0.492992140966789,0.601492083333333,0.5625,2.40324944444444,0.360112137811362,0.522054011458472,0.639330064814815,5.5,3.75,5.6875,3.6875,5.3125,3.8125,0.231713432477391,0.230591409317046,0.234058100502352
24585,0.53125,2.97204117694118,0.439802879986175,-0.101313420269336,0.80960320742423,0.625,3.0377900007,0.580732462529434,-0.127245527456829,0.584650600261191,0.78967728592619,0.4375,2.87811428585714,0.434389503243289,0.575135122912637,0.838068809564286,5.46875,3.71875,5.5,4.0625,5.4375,3.375,0.178749205805675,0.205741673998526,0.152009252082117
25234,0.625,1.77575,0.228627280085894,-0.344047300692233,0.476538095238095,0.625,1.8788,0.435242630663279,-0.313098347774536,0.450617512556842,0.514615,0.625,1.6727,0.204784749043746,0.419867748769716,0.43846119047619,5.46875,4.25,5.4375,4.1875,5.5,4.3125,0.35196395889061,0.332659144134554,0.373647396424942
25350,0.5625,2.54188888888889,0.374617174310903,-0.172881722851808,0.64541126984127,0.5625,2.84742222222222,0.533714640194704,-0.161409970636525,0.561892791700344,0.616732724867725,0.5625,2.23635555555556,0.340231657642083,0.505536488689064,0.674089814814815,5.34375,3.96875,5.25,3.875,5.4375,4.0625,0.221292127464265,0.197547099130598,0.251525299097738
25697,0.40625,2.10938461538462,0.310403644714928,-0.21157576392393,0.677097435897436,0.4375,1.97428571428571,0.486473158273149,-0.255312963120896,0.467325245316316,0.621616666666667,0.375,2.267,0.343746787739346,0.508812390056122,0.741825,4.875,3,5.0625,3.6875,4.6875,2.3125,0.192591714681642,0.221599131693198,0.165416850463167
26126,0.625,2.48745,0.360615983403816,-0.251275968425165,0.576315422619048,0.5625,2.51536666666667,0.524862080335818,-0.231827918602676,0.531212760157261,0.575631031746032,0.6875,2.46460909090909,0.352287781282929,0.519666069572819,0.576875378787879,5.5625,4.59375,5.625,4.375,5.5,4.8125,0.251261331886068,0.223625448907383,0.278948902094007
26253,0.625,1.08569,-0.0151433776566132,-0.547264905918615,0.2993045,0.625,1.15342,0.306596226669787,-0.504474059593407,0.321322958952493,0.307357333333333,0.625,1.01796,-0.0470804159411974,0.29186949438708,0.291251666666667,4.78125,3.90625,5.125,4.125,4.4375,3.6875,0.575670771583049,0.541866796136707,0.613973044127471
26302,0.5625,3.25132222222222,0.49276121306985,-0.0889208963874905,0.864478293650794,0.5625,3.19636666666667,0.617269459219967,-0.0922857389427085,0.615264549992698,0.90039537037037,0.5625,3.30627777777778,0.494050274229874,0.619274368447236,0.828561216931217,5.40625,4.03125,5.25,4.1875,5.5625,3.875,0.173006537511235,0.17598106183062,0.170130895770672
